acct,utc_date,num_courses_visited,total_minutes_visited,lessons_completed,projects_completed
0,3/26/2015,1,50.231326,1,0
0,3/27/2015,0,0,0,0
0,3/28/2015,0,0,0,0
0,3/29/2015,0,0,0,0
0,3/30/2015,0,0,0,0
0,3/31/2015,1,173.54588,1,0
0,4/1/2015,1,214.8372178,3,0
0,4/2/2015,0,0,0,0
0,4/3/2015,1,59.07321333,1,0
0,4/4/2015,1,35.71483,0,0
0,4/5/2015,1,103.655366,1,0
0,4/6/2015,1,171.518927,1,0
0,4/7/2015,1,14.39983867,0,0
0,4/8/2015,2,115.6906042,2,0
0,4/9/2015,1,235.6872318,2,0
0,4/10/2015,0,0,0,0
0,4/11/2015,1,41.95401133,0,0
0,4/12/2015,1,17.41569967,0,0
0,4/13/2015,1,10.47543133,0,0
0,4/14/2015,1,37.04264833,0,0
0,4/15/2015,0,0,0,0
0,4/16/2015,0,0,0,0
0,4/17/2015,0,0,0,0
0,4/18/2015,0,0,0,0
0,4/19/2015,0,0,0,0
0,4/20/2015,1,25.2435245,0,0
0,4/21/2015,1,7.104640667,0,0
0,4/22/2015,0,0,0,0
0,4/23/2015,0,0,0,1
0,4/24/2015,0,0,0,0
0,4/25/2015,0,0,0,0
0,4/26/2015,0,0,0,0
0,4/27/2015,0,0,0,0
0,4/28/2015,1,3.130197667,0,0
0,4/29/2015,0,0,0,0
0,4/30/2015,0,0,0,0
0,5/1/2015,0,0,0,0
0,5/2/2015,0,0,0,0
0,5/3/2015,0,0,0,0
0,5/4/2015,0,0,0,0
0,5/5/2015,0,0,0,0
0,5/6/2015,0,0,0,0
0,5/7/2015,0,0,0,0
0,5/8/2015,3,121.3011078,1,0
0,5/9/2015,1,78.96648183,0,0
0,5/10/2015,2,39.11857183,0,0
0,5/11/2015,1,130.2379003,0,0
0,5/12/2015,1,8.6603245,0,0
0,5/13/2015,0,0,0,0
0,5/14/2015,0,0,0,0
0,5/15/2015,0,0,0,0
0,5/16/2015,0,0,0,0
0,5/17/2015,0,0,0,0
0,5/18/2015,0,0,0,0
0,5/19/2015,0,0,0,0
0,5/20/2015,0,0,0,0
0,5/21/2015,0,0,0,0
0,5/22/2015,0,0,0,0
0,5/23/2015,0,0,0,0
0,5/24/2015,0,0,0,0
0,5/25/2015,0,0,0,0
0,5/26/2015,0,0,0,0
0,5/27/2015,0,0,0,0
0,5/28/2015,0,0,0,0
0,5/29/2015,0,0,0,0
0,5/30/2015,0,0,0,0
0,5/31/2015,0,0,0,0
0,6/1/2015,0,0,0,0
0,6/2/2015,0,0,0,0
0,6/3/2015,0,0,0,0
0,6/4/2015,0,0,0,0
0,6/5/2015,0,0,0,0
0,6/6/2015,0,0,0,0
0,6/7/2015,0,0,0,0
0,6/8/2015,0,0,0,0
0,6/9/2015,0,0,0,0
0,6/10/2015,0,0,0,0
0,6/11/2015,0,0,0,0
0,6/12/2015,1,12.23136533,0,0
0,6/13/2015,0,0,0,0
0,6/14/2015,0,0,0,0
0,6/15/2015,0,0,0,0
0,6/16/2015,0,0,0,0
0,6/17/2015,0,0,0,0
0,6/18/2015,1,75.93212183,1,0
0,6/19/2015,1,72.5781645,1,0
0,6/20/2015,0,0,0,0
0,6/21/2015,0,0,0,0
0,6/22/2015,0,0,0,0
0,6/23/2015,0,0,0,0
0,6/24/2015,1,94.79828567,0,0
0,6/25/2015,0,0,0,0
0,6/26/2015,1,50.70915767,0,0
0,6/27/2015,0,0,0,0
0,6/28/2015,1,104.3308655,0,0
0,6/29/2015,1,211.4023882,2,0
0,6/30/2015,1,13.50550717,0,0
0,7/1/2015,0,0,0,0
0,7/2/2015,0,0,0,0
0,7/3/2015,0,0,0,0
0,7/4/2015,0,0,0,0
0,7/5/2015,0,0,0,0
0,7/6/2015,0,0,0,0
0,7/7/2015,0,0,0,0
0,7/8/2015,0,0,0,0
0,7/9/2015,0,0,0,0
0,7/10/2015,0,0,0,0
0,7/11/2015,0,0,0,0
0,7/12/2015,0,0,0,0
0,7/13/2015,0,0,0,0
0,7/14/2015,0,0,0,0
0,7/15/2015,0,0,0,0
0,7/16/2015,0,0,0,0
0,7/17/2015,0,0,0,0
0,7/18/2015,0,0,0,0
0,7/19/2015,0,0,0,0
0,7/20/2015,0,0,0,0
0,7/21/2015,0,0,0,0
0,7/22/2015,0,0,0,0
0,7/23/2015,0,0,0,0
0,7/24/2015,0,0,0,0
0,7/25/2015,0,0,0,0
0,7/27/2015,0,0,0,1
0,7/28/2015,0,0,0,0
0,7/29/2015,0,0,0,0
0,7/30/2015,0,0,0,0
0,7/31/2015,0,0,0,0
0,8/1/2015,0,0,0,0
0,8/2/2015,0,0,0,0
0,8/3/2015,0,0,0,0
0,8/4/2015,0,0,0,0
0,8/5/2015,0,0,0,0
0,8/6/2015,0,0,0,0
0,8/7/2015,0,0,0,0
0,8/8/2015,0,0,0,0
0,8/9/2015,0,0,0,0
0,8/10/2015,0,0,0,0
0,8/11/2015,0,0,0,0
0,8/12/2015,0,0,0,0
0,8/13/2015,0,0,0,0
0,8/14/2015,1,4.729416167,0,0
0,8/15/2015,0,0,0,0
0,8/16/2015,0,0,0,0
0,8/17/2015,0,0,0,0
0,8/18/2015,0,0,0,0
0,8/19/2015,0,0,0,0
0,8/20/2015,0,0,0,0
0,8/21/2015,0,0,0,0
0,8/22/2015,0,0,0,0
0,8/23/2015,0,0,0,0
0,8/24/2015,0,0,0,0
0,8/25/2015,0,0,0,0
0,8/26/2015,1,14.96941617,0,0
0,8/27/2015,0,0,0,0
1,5/6/2015,1,9.640248,0,0
1,5/7/2015,0,0,0,0
1,5/8/2015,0,0,0,0
1,5/9/2015,0,0,0,0
1,5/10/2015,0,0,0,0
1,5/11/2015,0,0,0,0
1,5/12/2015,1,8.936136667,0,0
1,5/13/2015,2,202.4374995,2,0
1,5/14/2015,1,300.8201817,2,0
1,5/15/2015,1,144.2232583,0,0
1,5/16/2015,0,0,0,0
1,5/17/2015,0,0,0,0
1,5/18/2015,1,250.7725985,2,0
1,5/19/2015,2,343.2474962,3,0
1,5/20/2015,0,0,0,0
1,5/21/2015,1,63.902367,0,0
1,5/22/2015,1,189.4586242,0,0
1,5/23/2015,0,0,0,0
1,5/24/2015,0,0,0,0
1,5/25/2015,0,0,0,0
1,5/26/2015,3,151.3747132,0,0
1,5/27/2015,1,125.0190875,0,0
1,5/28/2015,2,187.35692,0,0
1,5/29/2015,1,88.849618,0,0
1,5/30/2015,2,18.118867,0,0
1,5/31/2015,1,26.535007,1,0
1,6/1/2015,0,0,0,0
1,6/2/2015,1,110.0918913,1,0
1,6/3/2015,0,0,0,0
1,6/4/2015,0,0,0,0
1,6/5/2015,1,195.111528,1,0
1,6/6/2015,1,62.82414917,1,0
1,6/7/2015,0,0,0,0
1,6/8/2015,2,130.3136958,1,0
1,6/9/2015,1,211.1396013,2,0
1,6/10/2015,1,71.39473817,1,0
1,6/11/2015,1,159.5672787,0,0
1,6/12/2015,1,9.3085855,0,0
1,6/13/2015,0,0,0,0
1,6/14/2015,0,0,0,0
1,6/15/2015,0,0,0,0
1,6/16/2015,0,0,0,0
1,6/17/2015,0,0,0,0
1,6/18/2015,0,0,0,0
1,6/19/2015,0,0,0,0
1,6/20/2015,0,0,0,0
1,6/21/2015,0,0,0,0
1,6/22/2015,0,0,0,0
1,6/23/2015,0,0,0,0
1,6/24/2015,0,0,0,0
1,6/25/2015,1,9.0560495,0,0
1,6/26/2015,0,0,0,0
1,6/27/2015,0,0,0,0
1,6/28/2015,0,0,0,0
1,6/29/2015,0,0,0,0
1,6/30/2015,0,0,0,0
1,7/1/2015,0,0,0,0
1,7/2/2015,0,0,0,0
1,7/3/2015,0,0,0,0
1,7/4/2015,0,0,0,0
1,7/5/2015,0,0,0,0
1,7/6/2015,0,0,0,0
1,7/7/2015,0,0,0,0
1,7/8/2015,0,0,0,0
1,7/9/2015,2,20.74613467,0,0
1,7/10/2015,6,653.5288803,4,0
1,7/11/2015,2,32.816762,0,0
1,7/12/2015,1,2.619308833,0,0
1,7/13/2015,0,0,0,0
1,7/14/2015,0,0,0,0
1,7/15/2015,0,0,0,0
1,7/16/2015,0,0,0,0
1,7/17/2015,0,0,0,0
1,7/18/2015,0,0,0,0
1,7/19/2015,0,0,0,0
1,7/20/2015,0,0,0,0
1,7/21/2015,3,263.1108015,1,0
1,7/22/2015,1,7.6601485,0,0
1,7/23/2015,0,0,0,0
1,7/24/2015,1,101.1307422,1,0
1,7/25/2015,0,0,0,0
1,7/27/2015,0,0,0,0
1,7/28/2015,0,0,0,0
1,7/29/2015,0,0,0,0
1,7/30/2015,0,0,0,0
1,7/31/2015,0,0,0,0
1,8/1/2015,0,0,0,0
1,8/2/2015,0,0,0,0
1,8/3/2015,0,0,0,0
1,8/4/2015,0,0,0,0
1,8/5/2015,0,0,0,0
1,8/6/2015,0,0,0,0
1,8/7/2015,0,0,0,0
1,8/8/2015,0,0,0,0
1,8/9/2015,0,0,0,0
1,8/10/2015,0,0,0,0
1,8/11/2015,0,0,0,0
1,8/12/2015,0,0,0,0
1,8/13/2015,0,0,0,0
1,8/14/2015,0,0,0,0
1,8/15/2015,0,0,0,0
1,8/16/2015,0,0,0,0
1,8/17/2015,0,0,0,0
1,8/18/2015,0,0,0,0
1,8/19/2015,0,0,0,0
1,8/20/2015,1,18.94377483,0,0
1,8/21/2015,1,6.748840833,0,0
1,8/22/2015,0,0,0,0
1,8/23/2015,0,0,0,0
1,8/24/2015,1,5.268997,0,0
1,8/25/2015,1,30.10219083,0,0
1,8/26/2015,1,84.06775417,0,0
1,8/27/2015,0,0,0,0
2,6/8/2015,0,0,0,0
2,6/9/2015,0,0,0,0
2,6/10/2015,0,0,0,0
2,6/11/2015,0,0,0,0
2,6/12/2015,0,0,0,0
2,6/13/2015,0,0,0,0
2,6/14/2015,0,0,0,0
2,6/15/2015,0,0,0,0
2,6/16/2015,0,0,0,0
2,6/17/2015,0,0,0,0
2,6/18/2015,0,0,0,0
2,6/19/2015,0,0,0,0
2,6/20/2015,0,0,0,0
2,6/21/2015,0,0,0,0
2,6/22/2015,0,0,0,0
2,6/23/2015,0,0,0,0
2,6/24/2015,0,0,0,0
2,6/25/2015,0,0,0,0
2,6/26/2015,0,0,0,0
2,6/27/2015,0,0,0,0
2,6/28/2015,0,0,0,0
2,6/29/2015,0,0,0,0
2,6/30/2015,0,0,0,0
2,7/1/2015,0,0,0,0
2,7/2/2015,0,0,0,0
2,7/3/2015,0,0,0,0
2,7/4/2015,0,0,0,0
2,7/5/2015,2,52.4235215,0,0
2,7/6/2015,1,40.32960333,0,0
2,7/7/2015,2,72.7622655,0,0
2,7/8/2015,0,0,0,0
2,7/9/2015,0,0,0,0
2,7/10/2015,4,529.1546677,2,0
2,7/11/2015,2,562.2041653,2,0
2,7/12/2015,0,0,0,0
2,7/13/2015,0,0,0,0
2,7/14/2015,1,35.363993,0,0
2,7/15/2015,0,0,0,0
2,7/16/2015,0,0,0,0
2,7/17/2015,1,110.5183147,0,0
2,7/18/2015,1,3.824920333,0,0
2,7/19/2015,2,237.4210448,1,0
2,7/20/2015,1,257.4678087,1,0
2,7/21/2015,0,0,0,0
2,7/22/2015,0,0,0,0
2,7/23/2015,0,0,0,0
2,7/24/2015,1,5.9314785,0,0
2,7/25/2015,1,48.06900983,0,0
2,7/27/2015,1,151.7112622,1,0
2,7/28/2015,0,0,0,0
2,7/29/2015,1,33.02208533,0,0
2,7/30/2015,0,0,0,0
2,7/31/2015,3,118.4552222,1,0
2,8/1/2015,0,0,0,0
2,8/2/2015,0,0,0,0
2,8/3/2015,0,0,0,0
2,8/4/2015,1,11.14664433,0,0
2,8/5/2015,0,0,0,0
2,8/6/2015,0,0,0,0
2,8/7/2015,1,3.6482675,0,0
2,8/8/2015,0,0,0,0
2,8/9/2015,0,0,0,0
2,8/10/2015,0,0,0,0
2,8/11/2015,0,0,0,0
2,8/12/2015,0,0,0,0
2,8/13/2015,0,0,0,0
2,8/14/2015,0,0,0,0
2,8/15/2015,0,0,0,0
2,8/16/2015,2,20.898717,0,0
2,8/17/2015,1,80.47559133,0,0
2,8/18/2015,1,126.233124,0,0
2,8/19/2015,1,71.506794,0,0
2,8/20/2015,1,33.092238,0,0
2,8/21/2015,1,42.43361617,0,0
2,8/22/2015,1,12.33607817,0,0
2,8/23/2015,1,5.702436167,0,0
2,8/24/2015,1,23.6492425,0,0
2,8/25/2015,1,70.677827,0,0
2,8/26/2015,1,161.6815685,0,0
2,8/27/2015,1,55.28853717,1,0
3,11/10/2014,2,136.1835995,0,0
3,11/11/2014,1,11.0550435,0,0
3,11/12/2014,1,34.615231,1,0
3,11/13/2014,1,406.3332692,3,0
3,11/14/2014,2,91.475528,0,0
3,11/15/2014,1,148.2441033,2,0
3,11/16/2014,0,0,0,0
3,11/17/2014,1,195.6512002,2,0
3,11/18/2014,2,163.3229915,1,0
3,11/19/2014,0,0,0,0
3,11/20/2014,2,54.30447583,0,0
3,11/21/2014,2,64.15618933,0,0
3,11/22/2014,1,35.82657267,0,0
3,11/23/2014,0,0,0,0
3,11/24/2014,0,0,0,1
3,11/25/2014,1,109.8568135,3,0
3,11/26/2014,1,86.58777783,1,0
3,11/27/2014,0,0,0,0
3,11/28/2014,0,0,0,0
3,11/29/2014,0,0,0,0
3,11/30/2014,0,0,0,0
3,12/1/2014,0,0,0,0
3,12/2/2014,1,136.182332,1,0
3,12/3/2014,0,0,0,0
3,12/4/2014,0,0,0,0
3,12/5/2014,1,44.73907483,0,0
3,12/6/2014,0,0,0,0
3,12/7/2014,0,0,0,0
3,12/8/2014,0,0,0,0
3,12/9/2014,1,46.81838767,1,0
3,12/10/2014,0,0,0,0
3,12/11/2014,1,128.9821192,0,0
3,12/12/2014,0,0,0,0
3,12/13/2014,0,0,0,0
3,12/14/2014,1,101.5958455,2,0
3,12/15/2014,0,0,0,0
3,12/16/2014,0,0,0,0
3,12/17/2014,1,71.521254,0,0
3,12/18/2014,0,0,0,0
3,12/19/2014,0,0,0,0
3,12/20/2014,0,0,0,0
3,12/21/2014,1,174.8517835,3,0
3,12/22/2014,0,0,0,0
3,12/23/2014,0,0,0,0
3,12/24/2014,0,0,0,0
3,12/25/2014,0,0,0,0
3,12/26/2014,0,0,0,0
3,12/27/2014,1,5.7076545,0,0
3,12/28/2014,1,62.287003,0,0
3,12/29/2014,0,0,0,0
3,12/30/2014,0,0,0,0
3,12/31/2014,0,0,0,0
3,1/1/2015,0,0,0,0
3,1/2/2015,0,0,0,0
3,1/3/2015,0,0,0,0
3,1/4/2015,0,0,0,0
3,1/5/2015,0,0,0,0
3,1/6/2015,0,0,0,0
3,1/7/2015,0,0,0,0
3,1/8/2015,0,0,0,0
3,1/9/2015,0,0,0,0
3,1/10/2015,1,26.83747617,0,0
3,1/11/2015,0,0,0,0
3,1/12/2015,0,0,0,0
3,1/13/2015,0,0,0,0
3,1/14/2015,0,0,0,0
3,1/15/2015,0,0,0,0
3,1/16/2015,0,0,0,0
3,1/17/2015,0,0,0,0
3,1/18/2015,0,0,0,0
3,1/19/2015,1,58.36181217,1,0
3,1/20/2015,0,0,0,0
3,1/21/2015,0,0,0,0
3,1/22/2015,0,0,0,0
3,1/23/2015,0,0,0,0
3,1/24/2015,0,0,0,0
3,1/25/2015,0,0,0,0
3,1/26/2015,2,113.8840842,0,0
3,1/27/2015,0,0,0,0
3,1/28/2015,0,0,0,0
3,1/29/2015,0,0,0,0
3,1/30/2015,0,0,0,0
3,1/31/2015,0,0,0,0
3,2/1/2015,0,0,0,0
3,2/2/2015,0,0,0,0
3,2/3/2015,0,0,0,0
3,2/4/2015,0,0,0,0
3,2/5/2015,0,0,0,0
3,2/6/2015,0,0,0,0
3,2/7/2015,0,0,0,0
3,2/8/2015,0,0,0,0
3,2/9/2015,0,0,0,0
3,2/10/2015,0,0,0,0
3,2/11/2015,0,0,0,0
3,2/12/2015,0,0,0,0
3,2/13/2015,0,0,0,0
3,2/14/2015,0,0,0,0
3,2/15/2015,0,0,0,0
3,2/16/2015,0,0,0,0
3,2/17/2015,0,0,0,0
3,2/18/2015,0,0,0,0
3,2/19/2015,0,0,0,0
3,2/20/2015,0,0,0,0
3,2/21/2015,0,0,0,0
3,2/22/2015,0,0,0,0
3,2/23/2015,0,0,0,0
3,2/24/2015,0,0,0,0
3,2/25/2015,0,0,0,0
3,2/26/2015,0,0,0,0
3,2/27/2015,0,0,0,0
3,2/28/2015,0,0,0,0
3,3/1/2015,0,0,0,0
3,3/2/2015,0,0,0,0
3,3/3/2015,0,0,0,0
3,3/4/2015,1,21.26535967,0,0
3,3/5/2015,0,0,0,0
3,3/6/2015,0,0,0,0
3,3/7/2015,0,0,0,0
3,3/8/2015,0,0,0,0
3,3/9/2015,0,0,0,0
3,3/10/2015,0,0,0,0
3,3/11/2015,0,0,0,0
3,3/12/2015,0,0,0,0
3,3/13/2015,0,0,0,0
3,3/14/2015,0,0,0,0
3,3/15/2015,0,0,0,0
3,3/16/2015,0,0,0,0
3,3/17/2015,0,0,0,0
3,3/18/2015,0,0,0,0
3,3/19/2015,0,0,0,0
3,3/20/2015,0,0,0,0
3,3/21/2015,0,0,0,0
3,3/22/2015,0,0,0,0
3,3/23/2015,0,0,0,0
3,3/24/2015,0,0,0,0
3,3/25/2015,0,0,0,0
3,3/26/2015,0,0,0,0
3,3/27/2015,0,0,0,0
3,3/28/2015,0,0,0,0
3,3/29/2015,1,19.87230183,0,0
3,3/30/2015,0,0,0,0
3,3/31/2015,1,14.57459317,0,0
3,4/1/2015,0,0,0,0
3,4/2/2015,0,0,0,0
3,4/3/2015,1,12.497801,0,0
3,4/4/2015,1,61.63806567,0,0
3,4/5/2015,0,0,0,0
3,4/6/2015,0,0,0,0
3,4/7/2015,1,107.8494705,2,0
3,4/8/2015,0,0,0,0
3,4/9/2015,0,0,0,0
3,4/10/2015,0,0,0,0
3,4/11/2015,0,0,0,0
3,4/12/2015,1,3.468875667,0,0
3,4/13/2015,2,12.99817833,0,0
3,4/14/2015,0,0,0,0
3,4/15/2015,1,20.6778245,0,0
3,4/16/2015,2,20.05770617,0,0
3,4/17/2015,0,0,0,0
3,4/18/2015,1,213.3095908,2,0
3,4/19/2015,0,0,0,0
3,4/20/2015,0,0,0,0
3,4/21/2015,0,0,0,0
3,4/22/2015,0,0,0,0
3,4/23/2015,0,0,0,1
3,4/24/2015,0,0,0,0
3,4/25/2015,0,0,0,0
3,4/26/2015,1,165.4050603,1,0
3,4/27/2015,0,0,0,0
3,4/28/2015,0,0,0,0
3,4/29/2015,0,0,0,0
3,4/30/2015,0,0,0,0
3,5/1/2015,0,0,0,0
3,5/2/2015,0,0,0,0
3,5/3/2015,2,108.5555075,2,0
3,5/4/2015,0,0,0,0
3,5/5/2015,0,0,0,0
3,5/6/2015,0,0,0,0
3,5/7/2015,0,0,0,0
3,5/8/2015,0,0,0,0
3,5/9/2015,0,0,0,0
3,5/10/2015,0,0,0,0
3,5/11/2015,0,0,0,0
3,5/12/2015,1,117.2638572,1,0
3,5/13/2015,0,0,0,0
3,5/14/2015,0,0,0,0
3,5/15/2015,0,0,0,0
3,5/16/2015,0,0,0,0
3,5/17/2015,0,0,0,0
3,5/18/2015,0,0,0,0
3,5/19/2015,0,0,0,0
3,5/20/2015,0,0,0,0
3,5/21/2015,0,0,0,0
3,5/22/2015,0,0,0,0
3,5/23/2015,0,0,0,0
3,5/24/2015,0,0,0,0
3,5/25/2015,0,0,0,0
3,5/26/2015,1,22.10312683,0,0
3,5/27/2015,0,0,0,0
3,5/28/2015,0,0,0,0
3,5/29/2015,0,0,0,0
3,5/30/2015,1,139.6698323,3,0
3,5/31/2015,1,264.7127685,3,0
3,6/1/2015,0,0,0,0
3,6/2/2015,0,0,0,0
3,6/3/2015,0,0,0,0
3,6/4/2015,1,128.480817,2,0
3,6/5/2015,0,0,0,0
3,6/6/2015,0,0,0,0
3,6/7/2015,0,0,0,0
3,6/8/2015,0,0,0,0
3,6/9/2015,0,0,0,0
3,6/10/2015,0,0,0,0
3,6/11/2015,0,0,0,0
3,6/12/2015,0,0,0,0
3,6/13/2015,0,0,0,0
3,6/14/2015,0,0,0,0
3,6/15/2015,0,0,0,0
3,6/16/2015,0,0,0,0
3,6/17/2015,0,0,0,0
3,6/18/2015,0,0,0,0
3,6/19/2015,0,0,0,0
3,6/20/2015,0,0,0,0
3,6/21/2015,1,54.94929917,0,0
3,6/22/2015,1,132.9504787,1,0
3,6/23/2015,1,29.17292167,0,0
3,6/24/2015,0,0,0,0
3,6/25/2015,1,80.134017,1,0
3,6/26/2015,0,0,0,0
3,6/27/2015,0,0,0,0
3,6/28/2015,1,133.2607182,3,0
3,6/29/2015,0,0,0,0
3,6/30/2015,1,18.42774683,0,0
3,7/1/2015,0,0,0,0
3,7/2/2015,0,0,0,0
3,7/3/2015,0,0,0,0
3,7/4/2015,0,0,0,0
3,7/5/2015,0,0,0,0
3,7/6/2015,0,0,0,0
3,7/7/2015,0,0,0,0
3,7/8/2015,0,0,0,0
3,7/9/2015,0,0,0,0
3,7/10/2015,0,0,0,0
3,7/11/2015,0,0,0,0
3,7/12/2015,0,0,0,0
3,7/13/2015,0,0,0,0
3,7/14/2015,0,0,0,0
3,7/15/2015,0,0,0,0
3,7/16/2015,0,0,0,0
3,7/17/2015,0,0,0,0
3,7/18/2015,0,0,0,0
3,7/19/2015,0,0,0,0
3,7/20/2015,0,0,0,0
3,7/21/2015,0,0,0,0
3,7/22/2015,0,0,0,0
3,7/23/2015,0,0,0,0
3,7/24/2015,0,0,0,0
3,7/25/2015,0,0,0,0
3,7/27/2015,0,0,0,0
3,7/28/2015,0,0,0,0
3,7/29/2015,0,0,0,0
3,7/30/2015,0,0,0,0
3,7/31/2015,0,0,0,0
3,8/1/2015,0,0,0,0
3,8/2/2015,0,0,0,0
3,8/3/2015,0,0,0,0
3,8/4/2015,0,0,0,0
3,8/5/2015,0,0,0,0
3,8/6/2015,0,0,0,0
3,8/7/2015,0,0,0,0
3,8/8/2015,0,0,0,0
3,8/9/2015,1,9.341378333,0,0
3,8/10/2015,0,0,0,0
3,8/11/2015,0,0,0,0
3,8/12/2015,0,0,0,0
3,8/13/2015,0,0,0,0
3,8/14/2015,0,0,0,0
3,8/15/2015,0,0,0,0
3,8/16/2015,0,0,0,0
3,8/17/2015,0,0,0,0
3,8/18/2015,0,0,0,0
3,8/19/2015,0,0,0,0
3,8/20/2015,0,0,0,0
3,8/21/2015,0,0,0,0
3,8/22/2015,0,0,0,0
3,8/23/2015,0,0,0,0
3,8/24/2015,0,0,0,0
3,8/25/2015,0,0,0,0
3,8/26/2015,0,0,0,0
3,8/27/2015,0,0,0,0
4,5/12/2015,0,0,0,0
4,5/13/2015,0,0,0,0
4,5/14/2015,0,0,0,0
4,5/15/2015,1,33.32140467,0,0
4,5/16/2015,0,0,0,0
4,5/17/2015,0,0,0,0
4,5/18/2015,0,0,0,0
4,5/19/2015,0,0,0,0
4,5/20/2015,0,0,0,0
4,5/21/2015,0,0,0,0
4,5/22/2015,0,0,0,0
4,5/23/2015,0,0,0,0
4,5/24/2015,0,0,0,0
4,5/25/2015,0,0,0,0
4,5/26/2015,0,0,0,0
4,5/27/2015,0,0,0,0
4,5/28/2015,0,0,0,0
4,5/29/2015,0,0,0,0
4,5/30/2015,0,0,0,0
4,5/31/2015,0,0,0,0
4,6/1/2015,0,0,0,0
4,6/2/2015,0,0,0,0
4,6/3/2015,0,0,0,0
4,6/4/2015,0,0,0,0
4,6/5/2015,0,0,0,0
4,6/6/2015,0,0,0,0
4,6/7/2015,0,0,0,0
4,6/8/2015,1,13.13445667,0,0
4,6/9/2015,2,92.56354817,1,0
4,6/10/2015,1,179.3150025,2,0
4,6/11/2015,1,134.7605515,1,0
4,6/12/2015,1,71.17957517,0,0
4,6/13/2015,1,113.3559705,1,0
4,6/14/2015,1,221.1220845,1,0
4,6/15/2015,1,117.8961227,0,0
4,6/16/2015,1,93.99754567,0,0
4,6/17/2015,1,203.6671522,2,0
4,6/18/2015,0,0,0,0
4,6/19/2015,1,37.23160267,0,0
4,6/20/2015,1,7.608842333,0,0
4,6/21/2015,0,0,0,0
4,6/22/2015,2,39.00924283,0,0
4,6/23/2015,0,0,0,0
4,6/24/2015,1,6.264035333,0,0
4,6/25/2015,0,0,0,0
4,6/26/2015,0,0,0,0
4,6/27/2015,0,0,0,0
4,6/28/2015,0,0,0,0
4,6/29/2015,0,0,0,0
4,6/30/2015,2,69.209339,0,0
4,7/1/2015,1,24.13036017,0,0
4,7/2/2015,0,0,0,0
4,7/3/2015,0,0,0,0
4,7/4/2015,0,0,0,0
4,7/5/2015,0,0,0,0
4,7/6/2015,1,64.74927583,0,0
